	docid	citation
367	MULTIFREQUENCY-EPR-STUDY-OF-RADIATION-INDUCED.html	Sergiy M. Nokhrin, Yuanming Pan, John A. Weil, Mark J. Nilges; MULTIFREQUENCY EPR STUDY OF RADIATION-INDUCED DEFECTS IN CHLORAPATITE. The Canadian Mineralogist 2005;; 43 (5): 1581–1588. doi: https://doi.org/10.2113/gscanmin.43.5.1581
368	NAMED-AMPHIBOLES-A-NEW-CATEGORY-OF-AMPHIBOLES.html	Ernst A.J. Burke, Bernard E. Leake; “NAMED AMPHIBOLES”: A NEW CATEGORY OF AMPHIBOLES RECOGNIZED BY THE INTERNATIONAL MINERALOGICAL ASSOCIATION (IMA), AND THE PROPER ORDER OF PREFIXES TO BE USED IN AMPHIBOLE NAMES. The Canadian Mineralogist 2004;; 42 (6): 1881–1884. doi: https://doi.org/10.2113/gscanmin.42.6.1881
369	NATROMONTEBRASITE-A-DISCREDITED-MINERAL-SPECIES.html	André-Mathieu Fransolet, François Fontan, Philippe de Parseval; NATROMONTEBRASITE, A DISCREDITED MINERAL SPECIES. The Canadian Mineralogist 2007;; 45 (2): 391–396. doi: https://doi.org/10.2113/gscanmin.45.2.391
370	NATURAL-RADIATION-INDUCED-DAMAGE-IN-QUARTZ-I.html	Sanda Botis, Sergiy M. Nokhrin, Yuanming Pan, Yingkai Xu, Thomas Bonli, Vlad Sopuck; NATURAL RADIATION-INDUCED DAMAGE IN QUARTZ. I. CORRELATIONS BETWEEN CATHODOLUMINENCE COLORS AND PARAMAGNETIC DEFECTS. The Canadian Mineralogist 2005;; 43 (5): 1565–1580. doi: https://doi.org/10.2113/gscanmin.43.5.1565
371	NATURAL-RADIATION-INDUCED-DAMAGE-IN-QUARTZ-II.html	Sanda Botis, Yuanming Pan, Thomas Bonli, Yingkai Xu, Aimin Zhang, Sergiy Nokhrin, Vlad Sopuck; NATURAL RADIATION-INDUCED DAMAGE IN QUARTZ. II. DISTRIBUTION AND IMPLICATIONS FOR URANIUM MINERALIZATION IN THE ATHABASCA BASIN, SASKATCHEWAN, CANADA. The Canadian Mineralogist 2006;; 44 (6): 1387–1402. doi: https://doi.org/10.2113/gscanmin.44.6.1387
372	NATURE-AND-ORIGIN-OF-AN-LCT-SUITE-PEGMATITE-WITH.html	Daniel J. Kontak, T. Kurtis Kyser; NATURE AND ORIGIN OF AN LCT-SUITE PEGMATITE WITH LATE-STAGE SODIUM ENRICHMENT, BRAZIL LAKE, YARMOUTH COUNTY, NOVA SCOTIA. II. IMPLICATIONS OF STABLE ISOTOPES (δ18O, δD) FOR MAGMA SOURCE, INTERNAL CRYSTALLIZATION AND NATURE OF SODIUM METASOMATISM. The Canadian Mineralogist 2009;; 47 (4): 745–764. doi: https://doi.org/10.3749/canmin.47.4.745
373	NEPHELINE-STRUCTURE-OF-THREE-SAMPLES-FROM-THE.html	Sytle M. Antao, Ishmael Hassan; NEPHELINE: STRUCTURE OF THREE SAMPLES FROM THE BANCROFT AREA, ONTARIO, OBTAINED USING SYNCHROTRON HIGH-RESOLUTION POWDER X-RAY DIFFRACTION. The Canadian Mineralogist 2010;; 48 (1): 69–80. doi: https://doi.org/10.3749/canmin.48.1.69
374	NEPTUNYL-COMPOUNDS-POLYHEDRON-GEOMETRIES-BOND.html	Tori Z. Forbes, Christine Wallace, Peter C. Burns; NEPTUNYL COMPOUNDS: POLYHEDRON GEOMETRIES, BOND-VALENCE PARAMETERS, AND STRUCTURAL HIERARCHY. The Canadian Mineralogist 2008;; 46 (6): 1623–1645. doi: https://doi.org/10.3749/canmin.46.6.1623
375	NEVADAITE-Cu2-Al-V3-6-Al8-PO4-8-F8-OH-2-H2O-22-A.html	Mark A. Cooper, Frank C. Hawthorne, Andrew C. Roberts, Eugene E. Foord, Richard C. Erd, Howard T. Evans, Martin C. Jensen; NEVADAITE, (Cu2+, □, Al, V3+)6 [Al8 (PO4)8 F8] (OH)2 (H2O)22, A NEW PHOSPHATE MINERAL SPECIES FROM THE GOLD QUARRY MINE, CARLIN, EUREKA COUNTY, NEVADA: DESCRIPTION AND CRYSTAL STRUCTURE. The Canadian Mineralogist 2004;; 42 (3): 741–752. doi: https://doi.org/10.2113/gscanmin.42.3.741
376	NEW-CHEMICAL-DATA-ON-THE-CLINOPYROXENE-GARNET-PAIR.html	Rosangela Bocchio, Luisa De Capitani, Luisa Ottolini; NEW CHEMICAL DATA ON THE CLINOPYROXENE–GARNET PAIR IN THE ALPE ARAMI ECLOGITE, CENTRAL ALPS, SWITZERLAND. The Canadian Mineralogist 2004;; 42 (4): 1205–1219. doi: https://doi.org/10.2113/gscanmin.42.4.1205
377	NEW-DATA-ON-BONANZA-TYPE-PGE-MINERALIZATION-IN-THE.html	Andrei Y. Barkov, Michael E. Fleet, Robert F. Martin, Tapio A.A. Halkoaho; NEW DATA ON “BONANZA”-TYPE PGE MINERALIZATION IN THE KIRAKKAJUPPURA PGE DEPOSIT, PENIKAT LAYERED COMPLEX, FINLAND. The Canadian Mineralogist 2005;; 43 (5): 1663–1686. doi: https://doi.org/10.2113/gscanmin.43.5.1663
378	NEW-DATA-ON-SZAIBELYITE-FROM-THE-TYPE-LOCALITY-BA.html	Ştefan Marincea; NEW DATA ON SZAIBELYITE FROM THE TYPE LOCALITY, BǍIŢA BIHOR, ROMANIA. The Canadian Mineralogist 2001;; 39 (1): 111–127. doi: https://doi.org/10.2113/gscanmin.39.1.111
379	NEW-DATA-ON-TYPE-LOCALITY-SOROSITE-COMPOSITIONAL.html	Andrei Y. Barkov, Robert F. Martin, Lang Shi; NEW DATA ON TYPE-LOCALITY SOROSITE: COMPOSITIONAL VARIATIONS, ZONING, AND A REVISED FORMULA. The Canadian Mineralogist 2006;; 44 (6): 1469–1480. doi: https://doi.org/10.2113/gscanmin.44.6.1469
380	NEW-INSIGHT-INTO-STRUCTURAL-AND-COMPOSITIONAL.html	Victor A. Drits, Douglas K. McCarty, Boris Sakharov, Kitty L. Milliken; NEW INSIGHT INTO STRUCTURAL AND COMPOSITIONAL VARIABILITY IN SOME ANCIENT EXCESS-Ca DOLOMITE. The Canadian Mineralogist 2005;; 43 (4): 1255–1290. doi: https://doi.org/10.2113/gscanmin.43.4.1255
381	NEW-OCCURRENCES-OF-TELLURIDES-AND-ARGYRODITE-IN.html	Cǎlin G. Tămaş, Laurent Bailly, Lucreţia Ghergari, Gary O’Connor, Adrian Minuţ; NEW OCCURRENCES OF TELLURIDES AND ARGYRODITE IN ROŞIA MONTAN Ǎ, APUSENI MOUNTAINS, ROMANIA, AND THEIR METALLOGENIC SIGNIFICANCE. The Canadian Mineralogist 2006;; 44 (2): 367–383. doi: https://doi.org/10.2113/gscanmin.44.2.367
382	NICKELOAN-TOURMALINE-FROM-THE-BEREZOVSKOE-GOLD.html	Ivan A. Baksheev, Olesya E. Kudryavtseva; NICKELOAN TOURMALINE FROM THE BEREZOVSKOE GOLD DEPOSIT, MIDDLE URALS, RUSSIA. The Canadian Mineralogist 2004;; 42 (4): 1065–1078. doi: https://doi.org/10.2113/gscanmin.42.4.1065
383	NIELSENITE-PdCu3-A-NEW-PLATINUM-GROUP.html	Andrew M. McDonald, Louis J. Cabri, Nikolay S. Rudashevsky, Christopher J. Stanley, Vladimir N. Rudashevsky, Kirk C. Ross; NIELSENITE, PdCu3, A NEW PLATINUM-GROUP INTERMETALLIC MINERAL SPECIES FROM THE SKAERGAARD INTRUSION, GREENLAND. The Canadian Mineralogist 2008;; 46 (3): 709–716. doi: https://doi.org/10.3749/canmin.46.3.709
384	NIOBOAESCHYNITE-Y-A-NEW-MEMBER-OF-THE-AESCHYNITE.html	Vladimir Bermanec, Nenad Tomašić, Goran Kniewald, Malcolm E. Back, Georg Zagler; NIOBOAESCHYNITE-(Y), A NEW MEMBER OF THE AESCHYNITE GROUP FROM THE BEAR LAKE DIGGINGS, HALIBURTON COUNTY, ONTARIO, CANADA. The Canadian Mineralogist 2008;; 46 (2): 395–402. doi: https://doi.org/10.3749/canmin.46.2.395
385	NIOBOKUPLETSKITE-A-NEW-ASTROPHYLLITE-GROUP-MINERAL.html	Paula C. Piilonen, André E. Lalonde, Andrew M. McDonald, Robert A. Gault; NIOBOKUPLETSKITE, A NEW ASTROPHYLLITE-GROUP MINERAL FROM MONT SAINT-HILAIRE, QUEBEC, CANADA: DESCRIPTION AND CRYSTAL STRUCTURE. The Canadian Mineralogist 2000;; 38 (3): 627–639. doi: https://doi.org/10.2113/gscanmin.38.3.627
386	NISNITE-Ni3Sn-A-NEW-NICKEL-MINERAL-SPECIES-FROM.html	Ralph Rowe, Joel D. Grice, Glenn Poirier, Chris J. Stanley, László Horváth; NISNITE, Ni3Sn, A NEW NICKEL MINERAL SPECIES FROM THE JEFFREY MINE, ASBESTOS, QUEBEC. The Canadian Mineralogist 2011;; 49 (2): 651–656. doi: https://doi.org/10.3749/canmin.49.2.651
387	NIVEOLANITE-THE-FIRST-NATURAL-BERYLLIUM-CARBONATE.html	Igor V. Pekov, Natalia V. Zubkova, Nikita V. Chukanov, Atali A. Agakhanov, Dmitriy I. Belakovskiy, László Horváth, Yaroslav E. Filinchuk, Elena R. Gobechiya, Dmitry Yu. Pushcharovsky, Murtazali Kh. Rabadanov; NIVEOLANITE, THE FIRST NATURAL BERYLLIUM CARBONATE, A NEW MINERAL SPECIES FROM MONT SAINT-HILAIRE, QUEBEC, CANADA. The Canadian Mineralogist 2008;; 46 (5): 1343–1354. doi: https://doi.org/10.3749/canmin.46.5.1343
388	NORMAL-REEF-SUBFACIES-OF-THE-MERENSKY-REEF-AT.html	Damian S. Smith, Ian J. Basson, David L. Reid; NORMAL REEF SUBFACIES OF THE MERENSKY REEF AT NORTHAM PLATINUM MINE, ZWARTKLIP FACIES, WESTERN BUSHVELD COMPLEX, SOUTH AFRICA. The Canadian Mineralogist 2004;; 42 (2): 243–260. doi: https://doi.org/10.2113/gscanmin.42.2.243
389	NUMANOITE-Ca4CuB4O6-OH-6-CO3-2-A-NEW-MINERAL.html	Masayuki Ohnishi, Isao Kusachi, Shoichi Kobayashi, Junji Yamakawa, Mitsuo Tanabe, Shigetomo Kishi, Takashi Yasuda; NUMANOITE, Ca4CuB4O6(OH)6(CO3)2, A NEW MINERAL SPECIES, THE Cu ANALOGUE OF BORCARITE FROM THE FUKA MINE, OKAYAMA PREFECTURE, JAPAN. The Canadian Mineralogist 2007;; 45 (2): 307–315. doi: https://doi.org/10.2113/gscanmin.45.2.307
390	NYEREREITE-PIRSSONITE-CALCITE-SHORTITE.html	Anatoly N. Zaitsev, Jörg Keller, John Spratt, Elena N. Perova, Anton Kearsley; NYEREREITE – PIRSSONITE – CALCITE – SHORTITE RELATIONSHIPS IN ALTERED NATROCARBONATITES, OLDOINYO LENGAI, TANZANIA. The Canadian Mineralogist 2008;; 46 (4): 843–860. doi: https://doi.org/10.3749/canmin.46.4.843
391	Nb-Ti-Ta-OXIDES-IN-THE-GEM-MINERALIZED-AND-HYBRID.html	Caterina De Vito, Federico Pezzotta, Vincenzo Ferrini, Carlo Aurisicchio; Nb–Ti–Ta OXIDES IN THE GEM-MINERALIZED AND “HYBRID” ANJANABONOINA GRANITIC PEGMATITE, CENTRAL MADAGASCAR: A RECORD OF MAGMATIC AND POSTMAGMATIC EVENTS. The Canadian Mineralogist 2006;; 44 (1): 87–103. doi: https://doi.org/10.2113/gscanmin.44.1.87
392	OCCURRENCE-ALTERATION-PATTERNS-AND-COMPOSITIONAL.html	Anton R. Chakhmouradian, Roger H. Mitchell; OCCURRENCE, ALTERATION PATTERNS AND COMPOSITIONAL VARIATION OF PEROVSKITE IN KIMBERLITES. The Canadian Mineralogist 2000;; 38 (4): 975–994. doi: https://doi.org/10.2113/gscanmin.38.4.975
393	OCCURRENCES-OF-FOITITE-AND-ROSSMANITE-FROM-THE.html	Ai Cheng Zhang, Ru Cheng Wang, Huan Hu, Xiao Ming Chen, Hui Zhang; OCCURRENCES OF FOITITE AND ROSSMANITE FROM THE KOKTOKAY NO. 3 GRANITIC PEGMATITE DYKE, ALTAI, NORTHWESTERN CHINA: A RECORD OF HYDROTHERMAL FLUIDS. The Canadian Mineralogist 2004;; 42 (3): 873–882. doi: https://doi.org/10.2113/gscanmin.42.3.873
394	ON-LIMITS-TO-DISTANCES-OF-MOVEMENT-OF-MATTER.html	Richard L. Stanton; ON LIMITS TO DISTANCES OF MOVEMENT OF MATTER DURING REGIONAL METAMORPHISM: AN INVESTIGATION OF NINE SAMPLES FROM HIGH-GRADE METAMORPHIC TERRANES. The Canadian Mineralogist 2006;; 44 (5): 985–1024. doi: https://doi.org/10.2113/gscanmin.44.5.985
395	ON-THE-CLASSIFICATION-OF-AMPHIBOLES.html	Frank C. Hawthorne, Roberta Oberti; ON THE CLASSIFICATION OF AMPHIBOLES. The Canadian Mineralogist 2006;; 44 (1): 1–21. doi: https://doi.org/10.2113/gscanmin.44.1.1
396	ON-THE-ORIGIN-OF-THE-PGE-MINERALIZATION-IN-THE.html	Thierry Augé, Rumen Petrunov, Laurent Bailly; ON THE ORIGIN OF THE PGE MINERALIZATION IN THE ELATSITE PORPHYRY Cu–Au DEPOSIT, BULGARIA: COMPARISON WITH THE BAULA–NUASAHI COMPLEX, INDIA, AND OTHER ALKALINE PGE-RICH PORPHYRIES. The Canadian Mineralogist 2005;; 43 (4): 1355–1372. doi: https://doi.org/10.2113/gscanmin.43.4.1355
397	ON-THE-ROSETTES-OF-NATIVE-PALLADIUM-FROM-MINAS.html	Alexandre Raphael Cabral, Rogerio Kwitko-Ribeiro; ON THE ROSETTES OF “NATIVE PALLADIUM” FROM MINAS GERAIS, BRAZIL: EVIDENCE FROM GONGO SOCO. The Canadian Mineralogist 2004;; 42 (2): 683–687. doi: https://doi.org/10.2113/gscanmin.42.2.683
398	ONDRUS-ITE-CaCu4-AsO4-2-AsO3OH-2-10H2O-A-NEW.html	Jiří Sejkora, Jakub Plášil, František Veselovský, Ivana Císařová, Jan Hloušek; ONDRUŠITE, CaCu4(AsO4)2(AsO3OH)2·10H2O, A NEW MINERAL SPECIES FROM THE JÁCHYMOV ORE DISTRICT, CZECH REPUBLIC: DESCRIPTION AND CRYSTAL-STRUCTURE DETERMINATION. The Canadian Mineralogist 2011;; 49 (3): 885–897. doi: https://doi.org/10.3749/canmin.49.3.885
399	OPTICAL-ANOMALY-IN-IRIDESCENT-ANDRADITE-FROM-THE.html	Manzoor A. Badar, Mizuhiko Akizuki, Safdar Hussain; OPTICAL ANOMALY IN IRIDESCENT ANDRADITE FROM THE SIERRA MADRE MOUNTAINS, SONORA, MEXICO. The Canadian Mineralogist 2010;; 48 (5): 1195–1203. doi: https://doi.org/10.3749/canmin.48.5.1195
400	ORIENTATION-OF-EXSOLUTION-LAMELLAE-AND-RODS-AND.html	Peter Raase; ORIENTATION OF EXSOLUTION LAMELLAE AND RODS, AND OPTIMAL PHASE-BOUNDARIES IN ANTIPERTHITE FROM PELITIC GRANULITES, SRI LANKA. The Canadian Mineralogist 2000;; 38 (3): 695–705. doi: https://doi.org/10.2113/gscanmin.38.3.695
401	ORIGIN-AND-DISTRIBUTION-OF-SOME-TRACE-ELEMENTS-IN.html	Joël Brugger, Reto Gieré; ORIGIN AND DISTRIBUTION OF SOME TRACE ELEMENTS IN METAMORPHOSED Fe–Mn DEPOSITS, VAL FERRERA, EASTERN SWISS ALPS. The Canadian Mineralogist 2000;; 38 (5): 1075–1101. doi: https://doi.org/10.2113/gscanmin.38.5.1075
402	ORIGIN-OF-ZIRCON-RIMS-AROUND-ILMENITE-IN-MAFIC.html	Caroline-Emmanuelle Morisset, James S. Scoates; ORIGIN OF ZIRCON RIMS AROUND ILMENITE IN MAFIC PLUTONIC ROCKS OF PROTEROZOIC ANORTHOSITE SUITES. The Canadian Mineralogist 2008;; 46 (2): 289–304. doi: https://doi.org/10.3749/canmin.46.2.289
403	OXYGEN-ISOTOPES-IN-THE-GRENVILLE-AND-NAIN-AMCG.html	William H. Peck, Cory C. Clechenko, Michael A. Hamilton, John W. Valley; OXYGEN ISOTOPES IN THE GRENVILLE AND NAIN AMCG SUITES: REGIONAL ASPECTS OF THE CRUSTAL COMPONENT IN MASSIF ANORTHOSITES. The Canadian Mineralogist 2010;; 48 (4): 763–786. doi: https://doi.org/10.3749/canmin.48.4.763
404	OXYKINOSHITALITE-A-NEW-SPECIES-OF-MICA-FROM.html	Lia N. Kogarko, Yulia A. Uvarova, Elena Sokolova, Frank C. Hawthorne, Luisa Ottolini, Joel D. Grice; OXYKINOSHITALITE, A NEW SPECIES OF MICA FROM FERNANDO DE NORONHA ISLAND, PERNAMBUCO, BRAZIL: OCCURRENCE AND CRYSTAL STRUCTURE. The Canadian Mineralogist 2005;; 43 (5): 1501–1510. doi: https://doi.org/10.2113/gscanmin.43.5.1501
405	P-T-PATH-AND-FLUID-EVOLUTION-IN-THE-FRANQUEIRA.html	Mercedes Fuertes-Fuente, Agustin Martin-Izard, Marie Christine Boiron, Jose Mangas Viñuela; P–T PATH AND FLUID EVOLUTION IN THE FRANQUEIRA GRANITIC PEGMATITE, CENTRAL GALICIA, NORTHWESTERN SPAIN. The Canadian Mineralogist 2000;; 38 (5): 1163–1175. doi: https://doi.org/10.2113/gscanmin.38.5.1163
406	PAKHOMOVSKYITE-Co3-PO4-2-8H2O-A-NEW-MINERAL.html	Victor N. Yakovenchuk, Gregory Yu. Ivanyuk, Yulia A. Mikhailova, Ekaterina A. Selivanova, Sergey V. Krivovichev; PAKHOMOVSKYITE, Co3(PO4)2·8H2O, A NEW MINERAL SPECIES FROM KOVDOR, KOLA PENINSULA, RUSSIA. The Canadian Mineralogist 2006;; 44 (1): 117–123. doi: https://doi.org/10.2113/gscanmin.44.1.117
407	PALLADIUM-A-PROGRAM-TO-MODEL-THE-CHROMATOGRAPHIC.html	Alan E. Boudreau; PALLADIUM, A PROGRAM TO MODEL THE CHROMATOGRAPHIC SEPARATION OF THE PLATINUM-GROUP ELEMENTS, BASE METALS AND SULFUR IN A SOLIDIFYING PILE OF IGNEOUS CRYSTALS. The Canadian Mineralogist 2004;; 42 (2): 393–403. doi: https://doi.org/10.2113/gscanmin.42.2.393
408	PANICHIITE-NATURAL-AMMONIUM-HEXACHLOROSTANNATE-IV.html	Francesco Demartin, Italo Campostrini, Carlo Maria Gramaccioli; PANICHIITE, NATURAL AMMONIUM HEXACHLOROSTANNATE(IV), (NH4)2SnCl6, FROM LA FOSSA CRATER, VULCANO, AEOLIAN ISLANDS, ITALY. The Canadian Mineralogist 2009;; 47 (2): 367–372. doi: https://doi.org/10.3749/canmin.47.2.367
409	PARAERSHOVITE-Na3K3Fe3-2-Si4O10OH-2-OH-2-H2O-4-A.html	Alexander P. Khomyakov, Fernando Cámara, Elena Sokolova, Yassir Abdu, Frank C. Hawthorne; PARAERSHOVITE, Na3K3Fe3+2(Si4O10OH)2(OH)2(H2O)4, A NEW MINERAL SPECIES FROM THE KHIBINA ALKALINE MASSIF, KOLA PENINSULA, RUSSIA: DESCRIPTION AND CRYSTAL STRUCTURE. The Canadian Mineralogist 2010;; 48 (2): 279–290. doi: https://doi.org/10.3749/canmin.48.2.279
410	PARAGENETIC-TYPES-OF-CARBONATITE-AS-INDICATED-BY.html	Alan R. Woolley, Bruce A. Kjarsgaard; PARAGENETIC TYPES OF CARBONATITE AS INDICATED BY THE DIVERSITY AND RELATIVE ABUNDANCES OF ASSOCIATED SILICATE ROCKS: EVIDENCE FROM A GLOBAL DATABASE. The Canadian Mineralogist 2008;; 46 (4): 741–752. doi: https://doi.org/10.3749/canmin.46.4.741
411	PARAMETERIZATION-OF-CENTROSYMMETRIC-ELPASOLITE.html	Kevin S. Knight; PARAMETERIZATION OF CENTROSYMMETRIC ELPASOLITE-TYPE CRYSTAL STRUCTURES IN TERMS OF SYMMETRY-ADAPTED BASIS-VECTORS OF THE PRIMITIVE CUBIC ARISTOTYPE PHASE. The Canadian Mineralogist 2009;; 47 (2): 401–420. doi: https://doi.org/10.3749/canmin.47.2.401
412	PARAMETERIZATION-OF-THE-CRYSTAL-STRUCTURES-OF.html	Kevin S. Knight; PARAMETERIZATION OF THE CRYSTAL STRUCTURES OF CENTROSYMMETRIC ZONE-BOUNDARY-TILTED PEROVSKITES: AN ANALYSIS IN TERMS OF SYMMETRY-ADAPTED BASIS-VECTORS OF THE CUBIC ARISTOTYPE PHASE. The Canadian Mineralogist 2009;; 47 (2): 381–400. doi: https://doi.org/10.3749/canmin.47.2.381
413	PAS-AVAITE-Pd3Pb2Te2-A-NEW-PLATINUM-GROUP-MINERAL.html	Anna Vymazalová, František Laufek, Milan Drábek, Jakub Haloda, Tamara Sidorinová, Jakub Plášil; PAŠAVAITE, Pd3Pb2Te2, A NEW PLATINUM-GROUP MINERAL SPECIES FROM THE NORIL’SK–TALNAKH Ni–Cu CAMP, RUSSIA. The Canadian Mineralogist 2009;; 47 (1): 53–62. doi: https://doi.org/10.3749/canmin.47.1.53
414	PATTERNS-OF-ZONATION-IN-MAGNESIOCHROMITE-CHROMITE.html	Andrei Y. Barkov, Graham T. Nixon, Victor M. Levson, Robert F. Martin; PATTERNS OF ZONATION IN MAGNESIOCHROMITE–CHROMITE FROM PLACERS OF BRITISH COLUMBIA, CANADA. The Canadian Mineralogist 2009;; 47 (4): 953–968. doi: https://doi.org/10.3749/canmin.47.4.953
415	PAUFLERITE-VO-SO4-A-NEW-MINERAL-SPECIES-FROM-THE.html	Sergey V. Krivovichev, Lidiya P. Vergasova, Sergey N. Britvin, Stanislav K. Filatov, Volker Kahlenberg, Vladimir V. Ananiev; PAUFLERITE, β-VO(SO4), A NEW MINERAL SPECIES FROM THE TOLBACHIK VOLCANO, KAMCHATKA PENINSULA, RUSSIA. The Canadian Mineralogist 2007;; 45 (4): 921–927. doi: https://doi.org/10.2113/gscanmin.45.4.921
416	PAUTOVITE-CsFe2S3-A-NEW-MINERAL-SPECIES-FROM-THE.html	Igor v. Pekov, Atali A. Agakhanov, Maya M. Boldyreva, Victor G. Grishin; PAUTOVITE, CsFe2S3, A NEW MINERAL SPECIES FROM THE LOVOZERO ALKALINE COMPLEX, KOLA PENINSULA, RUSSIA. The Canadian Mineralogist 2005;; 43 (3): 965–972. doi: https://doi.org/10.2113/gscanmin.43.3.965
417	PERTLIKITE-A-NEW-TETRAGONAL-Mg-RICH-MEMBER-OF-THE.html	Andreas Ertl, M. Darby Dyar, John M. Hughes, Franz Brandstätter, Mickey E. Gunter, Markus Prem, Ronald C. Peterson; PERTLIKITE, A NEW TETRAGONAL Mg-RICH MEMBER OF THE VOLTAITE GROUP FROM MADENI ZAKH, IRAN. The Canadian Mineralogist 2008;; 46 (3): 661–669. doi: https://doi.org/10.3749/canmin.46.3.661
418	PETROGRAPHIC-AND-GEOCHEMICAL-CHARACTERISTICS-OF.html	Joseph S. Polovina, Donald M. Hudson, Robert E. Jones; PETROGRAPHIC AND GEOCHEMICAL CHARACTERISTICS OF POSTMAGMATIC HYDROTHERMAL ALTERATION AND MINERALIZATION IN THE J–M REEF, STILLWATER COMPLEX, MONTANA. The Canadian Mineralogist 2004;; 42 (2): 261–277. doi: https://doi.org/10.2113/gscanmin.42.2.261
419	PETROGRAPHIC-EVIDENCE-FOR-PRIMARY-HAGENDORFITE-IN.html	André-Mathieu Fransolet, Frédéric Hatert, François Fontan; PETROGRAPHIC EVIDENCE FOR PRIMARY HAGENDORFITE IN AN UNUSUAL ASSEMBLAGE OF PHOSPHATE MINERALS, KIBINGO GRANITIC PEGMATITE, RWANDA. The Canadian Mineralogist 2004;; 42 (3): 697–704. doi: https://doi.org/10.2113/gscanmin.42.3.697
420	PETROLOGY-AND-Ni-Cu-PGE-POTENTIAL-OF-THE-INSIZWA.html	R. Grant Cawthorn, F. Johan Kruger; PETROLOGY AND Ni–Cu–PGE POTENTIAL OF THE INSIZWA LOBE, MOUNT AYLIFF INTRUSION, SOUTH AFRICA. The Canadian Mineralogist 2004;; 42 (2): 303–324. doi: https://doi.org/10.2113/gscanmin.42.2.303
421	PETROLOGY-GEOCHEMISTRY-AND-STRUCTURE-OF-THE.html	Donald H. Lindsley, B. Ronald Frost, Carol D. Frost, James S. Scoates; PETROLOGY, GEOCHEMISTRY, AND STRUCTURE OF THE CHUGWATER ANORTHOSITE, LARAMIE ANORTHOSITE COMPLEX, SOUTHEASTERN WYOMING. The Canadian Mineralogist 2010;; 48 (4): 887–923. doi: https://doi.org/10.3749/canmin.48.4.887
422	PETROLOGY-OF-FLOOD-BASALTS-AT-THE-THOLEIITIC.html	Heidi Annell, James S. Scoates, Dominique Weis, André Giret; PETROLOGY OF FLOOD BASALTS AT THE THOLEIITIC–ALKALIC TRANSITION AND PHENOCRYST COMPOSITIONS, MT. MARION DUFRESNE, KERGUELEN ARCHIPELAGO, SOUTHERN INDIAN OCEAN. The Canadian Mineralogist 2007;; 45 (4): 809–835. doi: https://doi.org/10.2113/gscanmin.45.4.809
423	PETROLOGY-OF-THE-NEOPROTEROZOIC-ITARANTIM.html	Herbet Conceição, Maria de Lourdes da Silva Rosa, Candido A.V. Moura, Moacir José Buenano Macambira, Marco Antonio Galarza, Débora Correia Rios, Moacyr Moura Marinho, Rita Cunha Leal Menezes, Mônica Prisgsheim Cunha; PETROLOGY OF THE NEOPROTEROZOIC ITARANTIM NEPHELINE SYENITE BATHOLITH, SÃO FRANCISCO CRATON, BAHIA, BRAZIL. The Canadian Mineralogist 2009;; 47 (6): 1527–1550. doi: https://doi.org/10.3749/canmin.47.6.1527
424	PETTERDITE-THE-Cr-DOMINANT-ANALOGUE-OF-DUNDASITE-A.html	William D. Birch, Uwe Kolitsch, Thomas Witzke, Lutz Nasdala, Ralph S. Bottrill; PETTERDITE, THE Cr-DOMINANT ANALOGUE OF DUNDASITE, A NEW MINERAL SPECIES FROM DUNDAS, TASMANIA, AUSTRALIA AND CALLENBERG, SAXONY, GERMANY. The Canadian Mineralogist 2000;; 38 (6): 1467–1476. doi: https://doi.org/10.2113/gscanmin.38.6.1467
425	PHASE-EQUILIBRIA-IN-THE-SYSTEM-Cu-Ga-S-AT-500-AND.html	Teiichi Ueno, Katsuyoshi Nagasaki, Tomomasa Horikawa, Mutsunori Kawakami, Katsuhiko Kondo; PHASE EQUILIBRIA IN THE SYSTEM Cu–Ga–S AT 500° AND 400°C. The Canadian Mineralogist 2005;; 43 (5): 1653–1661. doi: https://doi.org/10.2113/gscanmin.43.5.1653
426	PHASE-EQUILIBRIUM-CONSTRAINTS-ON-KILN-TEMPERATURES.html	J. Victor Owen, Jaroslav Dostal; PHASE-EQUILIBRIUM CONSTRAINTS ON KILN TEMPERATURES AT THE EBY POTTERY (ca. 1857–1905), CONESTOGO, ONTARIO. The Canadian Mineralogist 2006;; 44 (5): 1257–1266. doi: https://doi.org/10.2113/gscanmin.44.5.1257
427	PHOSPHATE-ASSEMBLAGES-FROM-THE-BRISSAGO-GRANITIC.html	Pietro Vignola, Valeria Diella, Paolo Oppizzi, Massimo Tiepolo, Stefan Weiss; PHOSPHATE ASSEMBLAGES FROM THE BRISSAGO GRANITIC PEGMATITE, WESTERN SOUTHERN ALPS, SWITZERLAND. The Canadian Mineralogist 2008;; 46 (3): 635–650. doi: https://doi.org/10.3749/canmin.46.3.635
428	PHOSPHIDE-SOLID-SOLUTIONS-WITHIN-THE-METAL-RICH.html	Milan Drábek; PHOSPHIDE SOLID-SOLUTIONS WITHIN THE METAL-RICH PORTION OF THE QUATERNARY SYSTEM Co–Fe–Ni–P AT 800°C, AND MINERALOGICAL IMPLICATIONS. The Canadian Mineralogist 2006;; 44 (2): 399–408. doi: https://doi.org/10.2113/gscanmin.44.2.399
